modelo;marca;tipo;ano;km;potência do motor;combustível;câmbio;direção;cor;portas;placa;valor
WRANGLER;JEEP;SUV;2014;150584;2.0;Gasolina;Automático;Elétrica;Preto;4;XXC9602;128193.41
COROAL;RENAULT;Van;2013;150731;2.3;Diesel;Manual;Hidráulica;Laranja;2;XCN2506;40031.07
KICKS;NISSAN;SUV;2021;37281;1.6;Flex;Manual;Elétrica;Vermelho;4;VGB1812;79170.17
KICKS;NISSAN;SUV;2016;121338;1.6;Flex;Manual;Elétrica;Azul;4;EBX4035;42370.83
SPORTAGE;KIA;SUV;2014;164776;1.6;Flex;Manual;Elétrica;Prata;4;LSE7785;40336.45
Q5;AUDI;SUV;2018;79212;2.0;Gasolina;Automático;Elétrica;Bege;4;HGF7704;217720.41
GLA;MERCEDES;SUV;2056;71818;1.3;Gasolina;Automático;Elétrica;Cinza;4;OKQ7801;209319.74
STRADA ENDURANCE;FIAT;Pick-up;2016;152623;1.4;Flex;Manual;Hidráulica;Azul;2;CGO8048;24498.16
DUSTER;RENAULT;SUV;2023;15270;1.6;Flex;Automático;Hidráulica;Bege;4;TIE2807;84412.71
FUSION;FORD;Sedã;2013;147186;2.0;Flex;Automático;Elétrica;Preto;4;YCU5377;?
ONIX;CHEVROLET;Hatch;2018;83247;0.0;Flex;Manual;Elétrica;Vermelho;4;CVP5449;35022.68
S10;CHEVROLET;Pick-up;2017;130284;2.5;Diesel;Automático;Elétrica;Branco;4;MBB6836;73538.32
CLASSE A;MERCEDES;Hatch;2017;114807;1.3;Gasolina;Automático;Elétrica;Cinza;4;UNZ3031;122681.00
GOL;VOLKSWAGEN;Hatch;2021;43534;1.0;Flex;Manual;Elétrica;Cinza;4;PPL3977;42755.22
CLASSE C;MERCEDES;Pick-up;2015;109462;1.0;Flex;Automático;Elétrica;Branco;4;GNX9727;122656.44
S10;CHEVROLET;Pick-up;2021;42881;2.8;Diesel;Manual;Elétrica;Bege;4;QKG6146;135014.71
CLASSE A;MERCEDES;Hatch;2022;29829;2.0;Gasolina;Automático;Elétrica;Branco;4;TDS8419;237087.70
SENTRA;NISSAN;Sedã;2013;177103;2.0;Flex;Automático;Hidráulica;Azul;4;WBK2636;30656.23
RANGER;FORD;Pick-up;2023;14345;2.2;Diesel;Automático;Elétrica;Bege;4;NYN9021;148170.31
2008;PEUGEOT;SUV;2021;55993;1.6;Flex;Automático;Elétrica;Laranja;4;RIH6922;85397.48
RENEGADE SPORT;JEEP;SUV;2016;95202;2.0;Flex;Manual;Elétrica;Cinza;4;CSL4810;33943.49
MASTER;RENAULT;Van;2022;33562;0.0;Diesel;Manual;Hidráulica;Prata;2;ZBK0007;109468.10
208;PEUGEOT;Hatch;2018;106689;1.6;Flex;Automático;Elétrica;Verde;4;AEV9017;35682.19
STRADA ENDURANCE;FIAT;Pick-up;2022;35619;1.4;Flex;Manual;Hidráulica;Laranja;2;SVP9998;59992.70
C5 AIRCROSS;CITROEN;SUV;2018;115501;1.6;Flex;Automático;Elétrica;Vermelho;4;VWQ5122;75203.57
HR-V;HONDA;SUV;2013;153790;1.5;Flex;Manual;Hidraulica;Prata;4;PDG2302;34793.77
HILUX;TOYOTA;Pick-up;2015;128104;2.8;Flex;Automático;Elétrica;Azul;4;YLZ7507;74860.85
RANGER;FORD;Pick-up;2013;186650;2.2;Diesel;Manual;Elétrica;Bege;4;CWA1437;41091.90
S10;CHEVROLET;Pick-up;2016;150735;2.8;Diesel;Automático;Elétrica;Bege;4;EOM8459;66592.19
CLASSE C;MERCEDES;Sedã;2017;128676;2.0;Gasolina;Automático;Elétrica;Vermelho;4;UZU3289;156861.68
CLASSE C;MERCEDES;Sedã;2015;104171;2.0;Gasolina;Automático;Elétrica;Azul;4;CJR0859;124137.33
SAVEIRO CROSS;VOLKSWAGEN;Pick-up;2017;134563;1.6;Flex;Manual;Hidráulica;Vermelho;2;KPO9468;29431.89
HILUX;TOYOTA;Pick-up;2021;52487;2.8;Flex;Automático;Elétrica;Verde;4;JYG3105;167978.36
CRUZE;CHEVROLET;Sedã;2015;112869;1.4;Flex;Automático;Elétrica;Brnaco;4;KOY4694;41076.74
TORO FREEDOM;FIAT;Pick-up;2020;64482;2.4;Flex;Automático;Elétrica;Cinza;4;YSN2663;70955.36
CLASSE A;MERCEDES;Hatch;2015;104704;1.3;Gasolina;Automático;Elétrica;Bege;4;XOL0874;97249.68
SERIE 3;BMW;Sedã;2023;20651;2.0;Gasolina;Automático;Elétrica;Verde;4;JKB8044;363842.86
PULSE;FIAT;SUV;2016;116531;1.3;Flex;Manual;Elétrica;Cinza;4;OGU3560;33558.57
TRACKER;CHEVROLET;SUV;2020;66978;1.0;Flex;Automático;Elétrica;Marrom;4;BBV7506;77823.49
CITY;HONDA;Sedã;2013;156637;1.5;Flex;Automático;Hidráulica;Marrom;4;HPW3478;28598.23
Q5;AUDI;SUV;2020;57761;2.0;Gasolina;Automático;Elétrica;Cinza;4;AML2174;269049.13
XC-60;VOLVO;SUV;2019;60602;2.0;Gasolina;Automático;Elétrica;Verde;4;SVX9959;62189.69
CRETA;HYUNDAI;SUV;2013;148956;2.0;Flex;Manual;Elétrica;Cinza;4;GYY3713;36752.49
ARGO;FIAT;Hatch;2020;47429;1.8;Flex;Automático;Elétrica;Cinza;4;CEJ2489;48379.04
SENTRA;NISSAN;Sedã;2020;65541;2.0;Flex;Manual;Hidráulica;Cinza;4;XOH5715;67553.86
C5 AIRCROSS;CITROEN;SUV;2017;74936;1.6;Flex;Automático;Elétrica;Vermelho;4;LRV3599;74707.59
208;PEUGEOT;Hatch;2023;14564;1.2;Flex;Manual;Hidráulica;Prata;4;XPV1159;60883.71
SERIE 3;BMW;Sedã;2018;111997;2.0;Gasolina;Automático;Elétrica;Cinza;4;WWE6302;199528.61
RANGER;FORD;Pick-up;2020;45597;3.2;Diesel;Manual;Elétrica;Laranja;4;WMX5880;119187.60
C3;CITROEN;Hatch;2021;47538;1.2;Flex;Manual;Hidráulica;Cinza;4;RCK8375;46244.95
ARGO;FIAT;Hatch;2023;9045;1.3;Flex;Manual;Elétrica;Verde;4;ZDO9795;61458.35
TUCSON;HYUNDAI;SUV;2016;85373;2.0;Flex;Automático;Elétrica;Prata;4;UYR2847;73320.05
HB20S;HYUNDAI;Hatch;2021;59242;1.6;Flex;Automático;Elétrica;Marrom;4;QQH4548;56220.42
VERSA;NISSAN;Sedã;2014;166795;1.6;Flex;Manual;Elétrica;Laranja;4;FTR0627;22363.08
SAVEIRO CROSS;VOLKSWAGEN;Pick-up;2036;16870;1.6;Flex;Manual;Hidráulica;Verde;2;XNS1835;61774.19
TERRITORY;FORD;SUV;2023;11889;1.5;Flex;Automático;Elétrica;Cinza;4;SWR8737;132700.73
FRONTIER;NISSAN;Pick-up;2022;35634;2.3;Diesel;Manual;Elétrica;Vermelho;4;UIJ2935;152812.94
RENEGADE SPORT;JEEP;SUV;2022;38287;2.0;Flex;Manual;Elétrica;Verde;4;UVF9595;63138.82
XC-60;VOLVO;SUV;2015;142733;2.4;Gasolina;Automático;Elétrica;Verde;4;EYK9192;35206.51
HR-V;HONDA;SUV;2021;50276;1.8;Flex;Manual;Elétrica;Verde;4;JYM2383;94769.34
OUTLANDER;MITSUBISHI;SUV;2023;11988;2.4;Gasolina;Automático;Elétrica;Cinza;4;WXV0895;206595.68
KWID;RENAULT;Hatch;2021;46344;1.0;Flex;Automático;Elétrica;Preto;4;KCH1822;37567.00
LOGAN;RENAULT;Hatch;2019;71740;1.6;Flex;Manual;Hidráulica;Laranja;4;AQY1882;35575.48
